Unnamed: 0,product_id,Brand,Name,Description,recommended,not_recommended,overall_rating,Scent,Notes,brand_name,Score,max_review,User1,User2,User3,User4,User5,User6,User7,User8,User9,User10,User11,User12,User13,User14,User15,User16,User17,User18,User19,User20,User21,User22,User23,User24,User25,User26,User27,User28,User29,User30,User31,User32,User33,User34,User35,User36,User37,User38,User39,User40,User41,User42,User43,User44,User45,User46,User47,User48,User49,User50,User51,User52,User53,User54,User55,User56,User57,User58,User59,User60,User61,User62,User63,User64,User65,User66,User67,User68,User69,User70,User71,User72,User73,User74,User75,User76,User77,User78,User79,User80,User81,User82,User83,User84,User85,User86,User87,User88,User89,User90,User91,User92,User93,User94,User95,User96,User97,User98,User99,User100,Family
547,P429621,KILIAN Paris,"Love, Don't Be Shy","Fragrance Family: FloralsScent Type: Warm FloralsKey Notes: Orange blossom, Vanilla Absolute, Luscious MarshmallowFragrance Description: This fragrance implores you at the opening with tender orange blossom absolute. Juicy honeysuckle and plush rose are softly caressed by the sweetness of luscious marshmallow sugar accord, satisfying the craving pang of new love. A warm amber base lends a touch of sensuality.About the Bottle: The bottles of Kilian's Narcotics family are adorned with a distinctive white lacquer and their bottle has been meticulously engraved on each side with the representation of the Achilles shield. Like Kilian Hennessy says, ""In perfumery, it is as much about seduction as it is about protection.""About the Fragrance: Love, Don’t Be Shy is part of the Kilian Narcotics family. From rose to tuberose, from orange blossom to gardenia—Kilian flowers are composed like a narcotic dependence. The Perfumer is Calice Becker.Refill Size: This innovative refill bottle allows for an easy spill-proof process, with packaging slimmed down for minimal environmental waste. The cutting-edge dispenser stops transferring the perfume automatically once the container is full, to refill easily at home.",728,383,3.6958,Warm Florals,"Orange blossom, Vanilla Absolute, Luscious Marshmallow","KILIAN Paris, Love, Don't Be Shy",3.9140671658903727,1108,5,5,2,4,5,4,5,5,2,4,5,4,5,5,2,4,5,4,5,5,2,4,5,4,5,5,2,4,5,4,5,5,2,4,5,4,5,5,2,4,5,4,5,5,2,4,5,4,5,5,2,4,5,4,5,5,2,4,5,4,5,5,2,4,5,4,5,5,2,4,5,4,5,2,4,5,4,5,5,2,4,5,4,5,5,2,4,5,4,5,5,2,4,5,4,5,5,2,4,5,Floral
555,P395313,Juliette Has a Gun,Not A Perfume,"Fragrance Family: Warm & SpicyScent Type: Warm & SheerKey Notes: Cetalox (Synthetic Ambergris)Fragrance Description: This minimalist, fresh, and clean fragrance is hypoallergenic and ideal for those who don’t normally wear perfume. It is composed of a single note, called cetalox, which is usually used in perfumery as a base note. Here it plays the lead role for a fragrance that will easily satisfy the most difficult tastes, and particularly those preferring discretion over complexity. ""This time, I have created a perfume out of this one ingredient. A perfume that won’t be one, in the conventional sense of the word.""—Romano Ricci, Brand Founder and Perfumer",992,396,3.9522,Warm & Sheer,Cetalox (Synthetic Ambergris),"Juliette Has a Gun, Not A Perfume",4.037034194310703,1731,2,4,1,5,5,5,2,4,1,5,5,5,2,4,1,5,5,5,2,4,1,5,5,5,2,4,1,5,5,5,2,4,1,5,5,5,2,4,1,5,5,5,2,4,1,5,5,5,2,4,1,5,5,5,2,4,1,5,5,5,2,4,1,5,5,5,2,4,1,5,5,5,4,1,5,5,5,2,4,1,5,5,5,2,4,1,5,5,5,2,4,1,5,5,5,2,4,1,5,5,Warm & Spicy
565,P460005,KILIAN Paris,"Love, Don't Be Shy Travel Spray","Fragrance Family: FloralsScent Type: Warm FloralsKey Notes: Orange blossom, Vanilla Absolute, Luscious MarshmallowFragrance Description: Love, Don’t Be Shy implores you at the opening with tender orange-blossom absolute. Juicy honeysuckle and plush rose are softly caressed by the sweetness of luscious marshmallow-sugar accord, satisfying the craving pang of new love. A warm amber base lends a touch of sensuality. From rose to tuberose and orange blossom to gardenia, Kilian flowers are composed like a narcotic dependence. This scent’s perfumer is Calice Becker.About the Bottle: The bottles of Kilian's Narcotics family are adorned with a distinctive white lacquer, and their bottle has been meticulously engraved on each side with the representation of the Achilles shield. Like Kilian Hennessy says, ""In perfumery, it is as much about seduction as it is about protection.""",728,383,3.6958,Warm Florals,"Orange blossom, Vanilla Absolute, Luscious Marshmallow","KILIAN Paris, Love, Don't Be Shy Travel Spray",3.9140671658903727,1108,5,5,2,4,5,4,5,5,2,4,5,4,5,5,2,4,5,4,5,5,2,4,5,4,5,5,2,4,5,4,5,5,2,4,5,4,5,5,2,4,5,4,5,5,2,4,5,4,5,5,2,4,5,4,5,5,2,4,5,4,5,5,2,4,5,4,5,5,2,4,5,4,5,2,4,5,4,5,5,2,4,5,4,5,5,2,4,5,4,5,5,2,4,5,4,5,5,2,4,5,Floral
568,P400057,Dior,Sauvage Eau de Toilette,"Fragrance Family: Earthy & WoodyScent Type: Warm WoodsKey Notes: Bergamot, Pepper, AmberwoodFragrance Description: A radically fresh composition, Dior Sauvage is both raw and noble. Radiant top notes burst with the juicy freshness of Calabrian bergamot, while Amberwood unleashes a powerfully woody trail. Sauvage men's cologne is inspired by wide-open spaces, a white-hot desert landscape under a vast blue sky.About the Bottle: The pure, pared-down bottle features a signature Dior design with each detail carefully studied. It is a luxurious object resulting from years of technical research and development.The Sauvage Eau de Toilette bottle is now refillable thanks to its new eco-design. Not for use alone, the Sauvage refill is only compatible with the Sauvage Eau de Toilette 1.0-oz and 3.4-oz bottles labeled ""REFILLABLE"" on the back.About the Fragrance: ""To create Sauvage, I used man as my starting point. A strong and unmistakable masculinity. Like the image of a man who transcends time and fashion.""—François Demachy, Dior Perfumer-Creator",642,47,4.6155,Warm Woods,"Bergamot, Pepper, Amberwood","Dior, Sauvage Eau de Toilette",4.432395425973052,866,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,Earthy & Woody
651,P459166,Marc Jacobs Fragrances,Daisy Love Petals,"Fragrance Family:
 Floral

Scent Type:
 Warm Floral

Key Notes:
 Cyrstallized Cloudberries,  Daisy Tree Petals, Cashmere Musks, Driftwood

About:
Compact, cute, and collectible. Your favorite Daisy Eau de Toilette in a sleek pocket sized bottle. Daisy Petals are the adorable, must-have companions to your everyday life.Addictive and irresistible, Daisy Love fills the air with a contagious love of life. Created by master perfumer Alberto Morillas, this gourmand radiant fragrance reveals its first notes in a vibrant burst of sweet cloudberries. Delicate daisy tree petals mingle with sparkling cashmere musks and driftwood to create a lasting and memorable gourmand twist.

An ode to the Marc Jacobs iconic daisy, Daisy Love blooms with an oversized daisy that reflects over the warm glow of the juice.",939,72,4.5045,Unknown,Unknown,"Marc Jacobs Fragrances, Daisy Love Petals",4.384225318808221,1009,5,4,5,5,5,5,5,4,5,5,5,5,5,4,5,5,5,5,5,4,5,5,5,5,5,4,5,5,5,5,5,4,5,5,5,5,5,4,5,5,5,5,5,4,5,5,5,5,5,4,5,5,5,5,5,4,5,5,5,5,5,4,5,5,5,5,5,4,5,5,5,5,4,5,5,5,5,5,4,5,5,5,5,5,4,5,5,5,5,5,4,5,5,5,5,5,4,5,5,5,Unknown
696,P459164,Marc Jacobs Fragrances,Daisy Eau So Fresh Petals,"Fragrance Family: FloralScent Type: Fruity FloralsKey Notes: Red Raspberry, Wild Rose, Warm PlumAbout:Compact, cute, and collectible. Your favorite Daisy Eau de Toilette in a sleek pocket sized bottle. Daisy Petals are the adorable, must-have companions to your everyday life.Sophisticated but not too serious, Daisy Eau So Fresh sparkles with a sunny, vibrant energy. A spirited incarnation of the original Daisy, this fragrance excites the senses with a bright elegance and whimsical charm. Like the woman who wears it, Daisy Eau So Fresh inspires boldness and femininity, sweetness and unpredictability. The scent's enticing top notes of raspberry and grapefruit sparkle on the skin like sunshine, deepening into a sensuous heart of wild rose and a musky, sophisticated finish of warm plum and cedarwood.Master perfumer Alberto Morillas, the creator of Daisy Marc Jacobs, also composed this radiant bouquet of fruits and flowers.What else you need to know:A perfect showcase for the delicate pink elixir of Daisy Eau So Fresh, the crystal-clear bottle takes whimsy to new heights, with its cap of playful daisies and pop of neon yellow.",495,55,4.4981,Fruity Florals,Unknown,"Marc Jacobs Fragrances, Daisy Eau So Fresh Petals",4.398823099576403,1336,1,4,4,5,5,4,1,4,4,5,5,4,1,4,4,5,5,4,1,4,4,5,5,4,1,4,4,5,5,4,1,4,4,5,5,4,1,4,4,5,5,4,1,4,4,5,5,4,1,4,4,5,5,4,1,4,4,5,5,4,1,4,4,5,5,4,1,4,4,5,5,4,4,4,5,5,4,1,4,4,5,5,4,1,4,4,5,5,4,1,4,4,5,5,4,1,4,4,5,5,Floral
718,P459168,Marc Jacobs Fragrances,Daisy Petals,"Fragrance Family: FloralScent Type: Fruity FloralsKey Notes:Strawberry, Violet Leaves, JasmineAbout:Compact, cute, and collectible. Your favorite Daisy Eau de Toilette in a sleek pocket sized bottle. Daisy Petals are the adorable, must-have companions to your everyday life.Charmingly simple with a signature quality, Daisy Marc Jacobs transports you to a place that’s optimistic, beautiful, and pure. The top of the fragrance is infused with succulent wild berries and soft white violets. At the heart, velvety jasmine warms to a dreamy dry-down of sensual sandalwood, for a romantic, lingering finish.Irresistibly feminine, Daisy Marc Jacobs is the captivating creation of master perfumer Alberto Morillas. What else you need to know:Whimsical white daisies abloom on its cap give the iconic Daisy bottle a retro-cool twist—as charming and unique as the woman who wears the fragrance.This product is an Allure Best of Beauty award winner.",921,94,4.4989,Fruity Florals,Unknown,"Marc Jacobs Fragrances, Daisy Petals",4.438632067017897,2711,4,5,2,5,5,5,4,5,2,5,5,5,4,5,2,5,5,5,4,5,2,5,5,5,4,5,2,5,5,5,4,5,2,5,5,5,4,5,2,5,5,5,4,5,2,5,5,5,4,5,2,5,5,5,4,5,2,5,5,5,4,5,2,5,5,5,4,5,2,5,5,5,5,2,5,5,5,4,5,2,5,5,5,4,5,2,5,5,5,4,5,2,5,5,5,4,5,2,5,5,Floral
762,P459414,TOM FORD,Ombré Leather Eau de Parfum Travel Spray,"Fragrance Family: Warm & SpicyScent Type: Woody SpicesKey Notes: Black Leather, Violet Flower, Jasmine FlowerFragrance Description: The tactile sensuality of rich black leather, textured with addictive patchouli and vetiver envelops like a second skin. The perfume’s floral tones of jasmine sambac conjure wild desert beauty, while layers of amber and moss mimic the heat of rock and sand.
About the Bottle: Packaged in a matte-black flacon with a faux-leather plaque, the Ombré Leather flacon captures the bold, tactile sensuality of the spicy leather scent. About the Fragrance: ""Ombré Leather is a deeply textural scent that imprints you with a tactile sensuality. It makes one feel different, beautiful and desired.""—Tom Ford",730,133,4.2213,Woody Spices,"Black Leather, Violet Flower, Jasmine Flower","TOM FORD, Ombré Leather Eau de Parfum Travel Spray",4.224053075791407,863,4,5,5,2,5,5,4,5,5,2,5,5,4,5,5,2,5,5,4,5,5,2,5,5,4,5,5,2,5,5,4,5,5,2,5,5,4,5,5,2,5,5,4,5,5,2,5,5,4,5,5,2,5,5,4,5,5,2,5,5,4,5,5,2,5,5,4,5,5,2,5,5,5,5,2,5,5,4,5,5,2,5,5,4,5,5,2,5,5,4,5,5,2,5,5,4,5,5,2,5,Warm & Spicy
778,P430909,TOM FORD,Black Orchid Eau de Parfum Travel Spray,"Fragrance Family: FloralScent Type: Warm FloralsKey Notes: Black Orchid, Black Truffle, PatchouliFragrance Description: Black Orchid Eau De Parfum opens with aphrodisiacal black truffle and narcotic ylang ylang—touched with effervescent bergamot and bitter orange. Rum-soaked, sweet black plum surrounds the perfume‘s black orchid extract, while woody patchouli and creamy vanilla wrap the orchid in rich warmth.About the Bottle: A streamlined, modern interpretation of 1920‘s and 1930‘s architecture. About the Fragrance: Bred exclusively for Tom Ford, Black Orchid was born of his quest for ""the perfect flower: luxurious, elegant, pure and sophisticated."" The elusive bloom became the heart of his debut fragrance, and its complex beauty continues to lure women and men into its world.""I have always been obsessed with finding the deepest black, black orchids. For me, it is really the perfect flower. Elegant. Luxurious. The only thing is, it didn‘t exist..."" –Tom Ford",866,209,4.2306,Warm Florals,"Black Orchid, Black Truffle, Patchouli","TOM FORD, Black Orchid Eau de Parfum Travel Spray",4.229586739261986,1874,5,5,5,1,5,5,5,5,5,1,5,5,5,5,5,1,5,5,5,5,5,1,5,5,5,5,5,1,5,5,5,5,5,1,5,5,5,5,5,1,5,5,5,5,5,1,5,5,5,5,5,1,5,5,5,5,5,1,5,5,5,5,5,1,5,5,5,5,5,1,5,5,5,5,1,5,5,5,5,5,1,5,5,5,5,5,1,5,5,5,5,5,1,5,5,5,5,5,1,5,Floral
782,P433659,Mugler,Angel Eau de Parfum Travel Spray,"Fragrance Family: Warm & SpicyScent Type: Warm & Sweet Gourmands Key Notes: Bergamot, Red Fruits, PatchouliFragrance Description: This travel-size sweet perfume blends delicious praline with a long-lasting base of patchouli leaf countered by bright Calabrian bergamot for a touch of freshness, igniting playful memories and sweet sensations.About the Bottle: The unique mini perfume bottle is inspired by shards of star dust, while the pale baby-blue gem is adorned with a metallic silver cap, echoing the sweet scent within.Every size of the iconic women's fragrance is refillable with the sleek, eco-responsible fragrance refill bottle. Indulge in responsible luxury—replenish your star at home and cherish your bottle forever.About the Fragrance: Inspired by the universal symbol, the star is the embodiment of dreams in real life—of an infinite world within everyone's reach, of the infinite possibilities within each mist of this travel-friendly women's perfume.",115,51,4.0611,Warm & Sweet Gourmands,"Bergamot, Red Fruits, Patchouli","Mugler, Angel Eau de Parfum Travel Spray",4.12576203955475,1211,5,5,5,1,5,2,5,5,5,1,5,2,5,5,5,1,5,2,5,5,5,1,5,2,5,5,5,1,5,2,5,5,5,1,5,2,5,5,5,1,5,2,5,5,5,1,5,2,5,5,5,1,5,2,5,5,5,1,5,2,5,5,5,1,5,2,5,5,5,1,5,2,5,5,1,5,2,5,5,5,1,5,2,5,5,5,1,5,2,5,5,5,1,5,2,5,5,5,1,5,Warm & Spicy
786,P195321,DOLCE & GABBANA,The One,"Fragrance Family: Warm & SpicyScent Type: Warm and Sweet GourmandKey Notes: Amber, Jasmine, Peach, VanillaFragrance Description: Sensuous and timeless, The One Eau de Parfum is the essence of the DOLCE&GABBANA woman. This floral fragrance combines contemporary fruit ingredients with the perfumer‘s classic palette of white flowers. The scent opens with sparkling bergamot and mandarin blended with notes of lychee and peach. Heart notes of Madonna lily express a voluptuous intensity and enveloping femininity followed by the seductive dry-down of vanilla, amber, and musk.",57,12,4.5704,Warm & Sweet Gourmands,"Amber, Jasmine, Peach, Vanilla","DOLCE & GABBANA, The One",4.409247101462683,873,5,1,5,5,5,5,5,1,5,5,5,5,5,1,5,5,5,5,5,1,5,5,5,5,5,1,5,5,5,5,5,1,5,5,5,5,5,1,5,5,5,5,5,1,5,5,5,5,5,1,5,5,5,5,5,1,5,5,5,5,5,1,5,5,5,5,5,1,5,5,5,5,1,5,5,5,5,5,1,5,5,5,5,5,1,5,5,5,5,5,1,5,5,5,5,5,1,5,5,5,Warm & Spicy
795,P460872,Marc Jacobs Fragrances,Perfect Eau de Parfum Travel Spray,"Fragrance Family: FloralScent Type: Warm FloralKey Notes: Daffodil, Almond Milk, CashmeranFragrance Description: This perfume opens with juicy notes of rhubarb and bright daffodil that reveal a comforting heart of almond milk and finish with a soft dry down of cedarwood and cashmeran. Modern, bright, and feminine, Perfect is an unconventional yet harmonious clash of fresh florals and calm, smoothing notes. About the Fragrance: This perfume was inspired by Marc Jacobs‘ mantra, ""I am perfect as I am,"" which is symbolized by a tattoo of the word ""perfect"" on his wrist. Like his tattoo, Perfect is about embracing and expressing one‘s true self.",879,118,4.334,Warm Florals,"Daffodil, Almond Milk, Cashmeran","Marc Jacobs Fragrances, Perfect Eau de Parfum Travel Spray",4.287291035619149,995,5,5,5,5,1,5,5,5,5,5,1,5,5,5,5,5,1,5,5,5,5,5,1,5,5,5,5,5,1,5,5,5,5,5,1,5,5,5,5,5,1,5,5,5,5,5,1,5,5,5,5,5,1,5,5,5,5,5,1,5,5,5,5,5,1,5,5,5,5,5,1,5,5,5,5,1,5,5,5,5,5,1,5,5,5,5,5,1,5,5,5,5,5,1,5,5,5,5,5,1,Floral
800,P49706,philosophy,Pure Grace Fragrance,"Fragrance Family: FreshScent Type: Fresh FloralsKey Notes: Water lily, Leafy greens, MuskFragrance Description: Inspired by the original and beloved scent, Pure Grace Eau de Parfum takes soap and water simplicity to a new sophisticated level with a mix of water lily, leafy greens, and musk for a crisp and refreshing feeling that lasts even longer.",77,29,4.4619,Fresh Florals,"Water lily, Leafy greens, Musk","philosophy, Pure Grace Fragrance",4.350258975350474,852,5,5,3,1,3,5,5,5,3,1,3,5,5,5,3,1,3,5,5,5,3,1,3,5,5,5,3,1,3,5,5,5,3,1,3,5,5,5,3,1,3,5,5,5,3,1,3,5,5,5,3,1,3,5,5,5,3,1,3,5,5,5,3,1,3,5,5,5,3,1,3,5,5,3,1,3,5,5,5,3,1,3,5,5,5,3,1,3,5,5,5,3,1,3,5,5,5,3,1,3,Fresh
809,P33801,philosophy,Amazing Grace Eau de Toilette,"Fragrance Family: FloralScent Type: Powdery FloralsKey Notes: Lily of the Valley, MuskAbout: Embrace your beauty and express your femininity with Amazing Grace Eau de Toilette. Philosophy’s bestselling, amazingly clean, and beautifully feminine scent features notes of welcoming bergamot to greet the senses, irresistibly soft, clean muguet blossoms, and lasting musk with its classic beauty.",137,61,4.3498,Powdery Florals,Unknown,"philosophy, Amazing Grace Eau de Toilette",4.310842715501273,1660,5,5,5,1,5,5,5,5,5,1,5,5,5,5,5,1,5,5,5,5,5,1,5,5,5,5,5,1,5,5,5,5,5,1,5,5,5,5,5,1,5,5,5,5,5,1,5,5,5,5,5,1,5,5,5,5,5,1,5,5,5,5,5,1,5,5,5,5,5,1,5,5,5,5,1,5,5,5,5,5,1,5,5,5,5,5,1,5,5,5,5,5,1,5,5,5,5,5,1,5,Floral
811,P245901,DOLCE & GABBANA,L’IMPERATRICE Eau de Toilette,"Fragrance Family: Florals Scent Type: Fruity Floral Key Notes: Watermelon Accord, Kiwi, Pink Cyclamen Fragrance Description: This perfume is a fruity, floral, feminine fragrance. The irresistible fragrance opens with succulent notes of kiwi, red currant, and rhubarb. The heart softens to a delicate pink cyclamen and fresh watermelon, with a warm base of sandalwood, amplified by a trail of sensual musk.About the Bottle: The purity and simplicity of the transparent bottle allows the delicate blush hue of the fragrance to take center stage, evoking the powerful femininity of the scent within. The bottle has a refined, rectilinear silhouette topped with a minimalistic black cap and grounded by a linear glass base. It comes housed in a white box embellished only with the DOLCE&GABBANA monogram—an emblem of modern elegance.",386,47,4.5936,Fruity Florals,"Watermelon Accord, Kiwi, Pink Cyclamen ","DOLCE & GABBANA, L’IMPERATRICE Eau de Toilette",4.444796270936581,1130,3,1,4,4,3,2,3,1,4,4,3,2,3,1,4,4,3,2,3,1,4,4,3,2,3,1,4,4,3,2,3,1,4,4,3,2,3,1,4,4,3,2,3,1,4,4,3,2,3,1,4,4,3,2,3,1,4,4,3,2,3,1,4,4,3,2,3,1,4,4,3,2,1,4,4,3,2,3,1,4,4,3,2,3,1,4,4,3,2,3,1,4,4,3,2,3,1,4,4,3,Floral
815,P9864,Mugler,Angel Eau de Parfum,"Fragrance Family: Warm & SpicyScent Type: Warm & Sweet Gourmands Key Notes: Bergamot, Red Fruits, PatchouliFragrance Description: This addictive sweet perfume blends delicious praline with a long-lasting base of patchouli leaf countered by bright Calabrian bergamot for a touch of freshness, igniting playful memories and sweet sensations.About the Bottle: The luxe, star-shaped bottle has five points, symbolizing perfection, and is adorned with bright silver metallic elements, echoing the sweet scent within.Every size of the iconic women's fragrance is refillable with the sleek, eco-responsible fragrance refill bottle. Indulge in responsible luxury—replenish your star at home and cherish your bottle forever.About the Fragrance: Inspired by the universal symbol, the star is the embodiment of dreams in real life—of an infinite world within everyone's reach, of the infinite possibilities within each mist of the gourmand women's perfume.",115,51,4.0611,Warm & Sweet Gourmands,"Bergamot, Red Fruits, Patchouli","Mugler, Angel Eau de Parfum",4.12576203955475,1211,5,5,5,1,5,2,5,5,5,1,5,2,5,5,5,1,5,2,5,5,5,1,5,2,5,5,5,1,5,2,5,5,5,1,5,2,5,5,5,1,5,2,5,5,5,1,5,2,5,5,5,1,5,2,5,5,5,1,5,2,5,5,5,1,5,2,5,5,5,1,5,2,5,5,1,5,2,5,5,5,1,5,2,5,5,5,1,5,2,5,5,5,1,5,2,5,5,5,1,5,Warm & Spicy
823,P467944,Dior,Miss Dior Rose N'Roses Roller-pearl,"Fragrance Family: FloralScent Type: Classic FloralsKey Notes: Grasse Rose Absolue, Italian Mandarin, White Musk AccordFragrance Description: A vibrant and lively Dior perfume for women with rose notes that exudes the irresistible scent of an endless field of flowers, Miss Dior Rose N'Roses is a fresh, sparkling eau de toilette. An abundance of Grasse and Damascus rose absolutes and essences are brightened by a zest of bergamot.About the Bottle: The iconic Miss Dior bottle is inspired by men's and women's couture. The houndstooth motif engraved in the precious glass recalls menswear while the signature Miss Dior bow evokes elegant femininity.About the Fragrance: Just like a bundle of fresh flower petals, Miss Dior Rose N'Roses Eau de Toilette evokes the rose fields of Grasse.",1186,262,4.0718,Classic Florals,"Grasse Rose Absolue, Italian Mandarin, White Musk Accord","Dior, Miss Dior Rose N'Roses Roller-pearl",4.125862358845166,1447,5,4,1,5,4,5,5,4,1,5,4,5,5,4,1,5,4,5,5,4,1,5,4,5,5,4,1,5,4,5,5,4,1,5,4,5,5,4,1,5,4,5,5,4,1,5,4,5,5,4,1,5,4,5,5,4,1,5,4,5,5,4,1,5,4,5,5,4,1,5,4,5,4,1,5,4,5,5,4,1,5,4,5,5,4,1,5,4,5,5,4,1,5,4,5,5,4,1,5,4,Floral
841,P387903,Prada,Candy Eau de Parfum Travel Spray,"Fragrance Family: Warm & SpicyScent Type: Warm & Sweet GourmandsKey Notes: White Musks, Benzoin, Caramel Accord Fragrance Description: Rethink reality with Prada Candy Eau de Parfum, a joyful olfactory balance merging caramel accord with warm benzoin resin inside a cloud of white musk. A jolt to the system, this perfume triggers bugs of spontaneity in the software of life to open up exhilarating spaces of re-imagined reality.About the Bottle: The bottle is just as unconventional as the scent within, embracing an unexpected mix of colors and finishes with a dynamic take on Prada’s signature Saffiano leather texture in a shocking-pink shade.About the Fragrance: Conceived by master perfumer Daniela Andrier, under the creative direction of Miuccia Prada, this fragrance defies expectations as a joy-filled invitation to embrace creativity.",342,84,4.2089,Warm & Sweet Gourmands,"White Musks, Benzoin, Caramel Accord ","Prada, Candy Eau de Parfum Travel Spray",4.215157123064584,1478,5,4,5,4,1,4,5,4,5,4,1,4,5,4,5,4,1,4,5,4,5,4,1,4,5,4,5,4,1,4,5,4,5,4,1,4,5,4,5,4,1,4,5,4,5,4,1,4,5,4,5,4,1,4,5,4,5,4,1,4,5,4,5,4,1,4,5,4,5,4,1,4,4,5,4,1,4,5,4,5,4,1,4,5,4,5,4,1,4,5,4,5,4,1,4,5,4,5,4,1,Warm & Spicy
843,P468857,Versace,Dylan Turquoise Pour Femme Travel Spray,"Fragrance Family: FreshScent Type: Fresh FloralsKey Notes: Lemon Primofiore Essence, Guava, MusksFragrance Description: The fragrance opens with a burst of primofiore lemon and Italian mandarin. It has heart notes of guava complemented by transparent jasmine petals and freesia and, when combined with the sensual base notes of Clearwood®, lends modernity to this prestigious modern fragrance.About the Bottle: The Dylan Turquoise bottle is an expression of the innovative design of Versace. The elegant curves are reminiscent of an amphora, strongly evoking the Greek culture and mythology. The frosted glass of blue reflects the crystal-clear waters of the sea and denotes a constant desire for summer. The details are in pale gold and the aluminum cap is embossed with the Medusa Head and engraved with the name of the fragrance. The Baroque-style letters spell out the brand name.About the Fragrance: This scent is vibrant and luminous and embodies tradition and innovation. It is like escaping to faraway islands where the blue sky meets crystal waters. It is also inspired by the sea breeze caressing the skin and waking up the senses and regenerating the soul. It is a fragrance reminiscent of warm sun and summer days.",676,98,4.2959,Fresh Florals,"Lemon Primofiore Essence, Guava, Musks","Versace, Dylan Turquoise Pour Femme Travel Spray",4.261525464546649,773,5,4,5,2,5,5,5,4,5,2,5,5,5,4,5,2,5,5,5,4,5,2,5,5,5,4,5,2,5,5,5,4,5,2,5,5,5,4,5,2,5,5,5,4,5,2,5,5,5,4,5,2,5,5,5,4,5,2,5,5,5,4,5,2,5,5,5,4,5,2,5,5,4,5,2,5,5,5,4,5,2,5,5,5,4,5,2,5,5,5,4,5,2,5,5,5,4,5,2,5,Fresh
852,P273900,Gucci,Guilty Pour Femme Eau de Toilette,"Fragrance Family: FloralScent Type: Warm FloralsKey Notes: Geranium, Peach, Pink PepperFragrance Description: Gucci Guilty Eau de Toilette for Women is defined by its ambery florality. Intimate and magical lilac flower notes laced with mandarin radiate in the heart while patchouli leaves a graceful lasting impression.About the Bottle: Gucci Guilty Women's Eau de Toilette is defined by a signature fougère accord of geranium commonly used in men’s scents. Intimate and magical lilac flower laced with amber in this Gucci scent radiates warmth and grace with a powerful, lasting impression.About the Fragrance: The generation that inspires Alessandro Michele is characterized by a celebrative anarchy. They don’t believe in conformity, submitting to labels or to gender rules, but rather, in breaking free from common social boundaries. #ForeverGuilty",832,173,4.2486,Warm Florals,"Geranium, Peach, Pink Pepper","Gucci, Guilty Pour Femme Eau de Toilette",4.24202454131094,1750,5,3,1,2,4,5,5,3,1,2,4,5,5,3,1,2,4,5,5,3,1,2,4,5,5,3,1,2,4,5,5,3,1,2,4,5,5,3,1,2,4,5,5,3,1,2,4,5,5,3,1,2,4,5,5,3,1,2,4,5,5,3,1,2,4,5,5,3,1,2,4,5,3,1,2,4,5,5,3,1,2,4,5,5,3,1,2,4,5,5,3,1,2,4,5,5,3,1,2,4,Floral
855,P430871,Armani Beauty,Sì Passione Eau de Parfum,"Fragrance Family: Florals Scent Type: Fruity Florals Key Notes: Rose, Woody Vanilla Fragrance Description: Alluring and bold yet fruity and fresh, this feminine fragrance strikes the perfect balance between sexy and sophisticated. After opening with a burst of sparkling pear, the seductive scent reveals a deep rose-petal heart and a smoldering woody-vanilla base.About the Bottle: The striking red-lacquer bottle is an iconic symbol of passion and love.About the Fragrance: Capturing the essence of passion and love, Sì Passione evokes ""an irresistible combination of grace, strength, and independence of spirit,"" as said by Mr. Armani. It is for the woman who is passionate, feminine, and free.",1185,57,4.6224,Fruity Florals,"Rose, Woody Vanilla ","Armani Beauty, Sì Passione Eau de Parfum",4.470750089623465,1241,5,5,5,4,4,5,5,5,5,4,4,5,5,5,5,4,4,5,5,5,5,4,4,5,5,5,5,4,4,5,5,5,5,4,4,5,5,5,5,4,4,5,5,5,5,4,4,5,5,5,5,4,4,5,5,5,5,4,4,5,5,5,5,4,4,5,5,5,5,4,4,5,5,5,4,4,5,5,5,5,4,4,5,5,5,5,4,4,5,5,5,5,4,4,5,5,5,5,4,4,Floral
